payeeName,count,sum_amount
Citizens For Prosperity In America Today PAC,2,"5,500.00"
WSIA PAC,2,"5,500.00"
DWS PAC,2,"5,500.00"
Fund For A Conservative Future,2,"5,500.00"
Kennedy for Ohio,2,"5,500.00"
KEAN FOR CONGRESS,2,"5,500.00"
PEOPLE FOR BEN,2,"5,500.00"
Richard E. Neal For Congress,2,"5,500.00"
Catherine Cortez Masto for Senate ,2,"5,500.00"
Tate Reeves for Governor,2,"5,500.00"
RON PAC,2,"5,500.00"
Go Tigers PAC,2,"5,500.00"
CASS PAC,2,"5,500.00"
Hilary Tompkins,2,"5,500.00"
Bollier for Kansas,2,"5,500.00"
Montana Democratic Party,2,"5,500.00"
"Pence, Greg",2,"5,500.00"
Susie Lee,2,"5,500.00"
Lindsey Graham for Senate,4,"5,463.66"
Lawrence for Congress,8,"5,450.00"
Debbie Dingell,2,"5,400.00"
Conservatives Harvesting Success PAC,2,"5,375.00"
David Perdue for Senate,5,"5,300.00"
James McGreevy,5,"5,300.00"
Jena Griswold Senate Exploratory Committee,2,"5,300.00"
McDermott For Congress,2,"5,300.00"
Claudia for Congress,2,"5,300.00"
Friends of Tiffany Kaszuba,11,"5,268.72"
Xochitl Torres Small,12,"5,250.00"
Steven Horsford for Congress,10,"5,250.00"
Sara Hart Weir for Congress,9,"5,250.00"
Christina Hale for Congress,8,"5,250.00"
Paul Cook for Congress,8,"5,250.00"
Families for Lankford,6,"5,250.00"
Guy For Congress,6,"5,250.00"
Ted Deutch for Congress Committee,5,"5,250.00"
PAC To The Future,4,"5,250.00"
OCEANS PAC,4,"5,250.00"
Dina Titus for Congress,3,"5,250.00"
KAHELE FOR CONGRESS,2,"5,250.00"
Republican Party of Texas,2,"5,250.00"
DR. KIM SCHRIER FOR CONGRESS,2,"5,119.05"
Feenstra For Congress,2,"5,100.00"
Delaware Democratic Party,2,"5,050.00"
Scott Taylor for Senate,2,"5,050.00"
Democratic Party of Virginia,2,"5,040.00"
Terri PAC,2,"5,034.76"
Joe Biden for President,12,"5,005.00"
Darrell Issa for Congress,11,"5,000.00"
Ben Sasse for Nebraska,9,"5,000.00"
Pete King for Congress Committee,8,"5,000.00"
Hurd for Congress,7,"5,000.00"
Teresa for All,7,"5,000.00"
Eshoo for Congress,7,"5,000.00"
Sasse for Senate,6,"5,000.00"
Frederica Wilson for Congress,6,"5,000.00"
Fred Keller For Congress,5,"5,000.00"
FRIENDS OF DON BEYER,5,"5,000.00"
Lawrence Markley,5,"5,000.00"
Ernst for Senate,5,"5,000.00"
Castor For Congress,5,"5,000.00"
Mad4PA PAC,5,"5,000.00"
Mike Bost For Congress Committee,5,"5,000.00"
Brenda Lawrence For Congress,5,"5,000.00"
Grassley Committee Inc.,5,"5,000.00"
Young Kim for Congress,5,"5,000.00"
Scott for Senate,4,"5,000.00"
Morgan Griffith For Congress,4,"5,000.00"
Garrett Graves for Congress,4,"5,000.00"
PETE STAUBER FOR CONGRESS,4,"5,000.00"
Lance Gooden For Congress Committee,4,"5,000.00"
Wyden For Senate,4,"5,000.00"
Olson for Congress,4,"5,000.00"
FRIENDS OF HAGEDORN,4,"5,000.00"
Peterson For Congress,4,"5,000.00"
WEXTON FOR CONGRESS,4,"5,000.00"
KINZINGER FOR CONGRESS,4,"5,000.00"
Greg Steube Congressional Committee,4,"5,000.00"
Martha McSally for Senate,4,"5,000.00"
Darren Soto For Congress,4,"5,000.00"
Act Blue ,4,"5,000.00"
Citizens to Elect Rick Larsen ,3,"5,000.00"
Cotton Victory,3,"5,000.00"
Dan Crenshaw For Congress,3,"5,000.00"
CASTOR FOR CONGRESS,3,"5,000.00"
DIANA DEGETTE FOR CONGRESS,3,"5,000.00"
George Holding For Congress,3,"5,000.00"
HIMES FOR CONGRESS,3,"5,000.00"
SUSAN WILD FOR CONGRESS,3,"5,000.00"
David Kustoff,3,"5,000.00"
Greg Stanton,3,"5,000.00"
RODNEY DAVIS FOR CONGRESS,3,"5,000.00"
Andy Barr for Congress Inc,3,"5,000.00"
LPAC-NY-StefanikE,3,"5,000.00"
"Team Graham, Inc",3,"5,000.00"
Grace For New York,3,"5,000.00"
The Committee to Elect Ayanna Pressley,3,"5,000.00"
CRAWFORD FOR CONGRESS,3,"5,000.00"
VOTETIPTONCOM,3,"5,000.00"
"Fitzpatrick, Brian",3,"5,000.00"
Inhofe Victory 2020,2,"5,000.00"
"MARKEY COMMITTEE, THE",2,"5,000.00"
Toomey Prosperity Fund,2,"5,000.00"
KEVIN MCCARTHY FOR CONGRESS,2,"5,000.00"
kim schrier for congress,2,"5,000.00"
mike Quigley for congress,2,"5,000.00"
MPac,2,"5,000.00"
New Millenium Political Action Committee,2,"5,000.00"
ReElect Mcgovern Committee,2,"5,000.00"
The Fund for the Majority,2,"5,000.00"
VIBE PAC,2,"5,000.00"
GEORGIANS FOR ISAKSON,2,"5,000.00"
WOMACK FOR CONGRESS COMMITTEE,2,"5,000.00"
MARIO DIAZBALART FOR CONGRESS,2,"5,000.00"
BUDDY PAC,2,"5,000.00"
BOOTS POLITICAL ACTION COMMITTEE,2,"5,000.00"
Texas Republicans United TRUPAC,2,"5,000.00"
NRCC/McCarthy Leader Program,2,"5,000.00"
Wyden for Congress,2,"5,000.00"
Alaskans For Don Young Inc,2,"5,000.00"
BRINGING AMERICA TOGETHER PAC,2,"5,000.00"
Freedom 21 PAC,2,"5,000.00"
Developing A New Generation PAC (DANG PAC),2,"5,000.00"
Stand With Sanchez ,2,"5,000.00"
Vargas For Congress,2,"5,000.00"
Bond Dealers of America Political Action Committee,2,"5,000.00"
TED YOHO FOR CONGRESS,2,"5,000.00"
PATRIOT PAC,2,"5,000.00"
AMERICAN SECURITY PAC,2,"5,000.00"
FIGHTIN NINTH POLITICAL ACTION COMMITTEE,2,"5,000.00"
Mcconnell Senate Committee,2,"5,000.00"
Victory in November Election PAC (VINEPAC),2,"5,000.00"
PAC UNITATIS,2,"5,000.00"
Electing Majority Making Effective Republicans (EMMER PAC),2,"5,000.00"
HALPAC-Help America's Leaders PAC,2,"5,000.00"
WYDEN FOR SENATE,2,"5,000.00"
Building Leadership And Inspiring New Enterprise PAC,2,"5,000.00"
Supporting House Problem Solvers-SHP PAC,2,"5,000.00"
Jerry Carl for Congress,2,"5,000.00"
Who Dat PAC,2,"5,000.00"
Chris Pringle for Congress,2,"5,000.00"
Dr Manny for US Senate,2,"5,000.00"
Cassidy Victory 2020,2,"5,000.00"
Trust PAC,2,"5,000.00"
Ted Cruz Victory PAC,2,"5,000.00"
Brett Guthrie For Congress,2,"5,000.00"
Victory and Freedom PAC,2,"5,000.00"
Do Right Bayou PAC,2,"5,000.00"
TEAM MCHENRY,2,"5,000.00"
AMERIPAC: The Fund for a Greater America,2,"5,000.00"
ROGER WILLIAMS FOR US CONGRESS,2,"5,000.00"
"Chuck Fleischmann For Congress Committee, Inc.",2,"5,000.00"
Valor PAC,2,"5,000.00"
Vela for Congress,2,"5,000.00"
Leadership and Accountability are National Keys PAC LANK PAC,2,"5,000.00"
Lets Get to Work PAC,2,"5,000.00"
Minnesota Senate Victory PAC,2,"5,000.00"
CA LUV PAC (California Leadership United For Victory PAC),2,"5,000.00"
Help America's Leaders PAC (HALPAC),2,"5,000.00"
COMMITTEE TO REELECT NYDIA M VELAZQUEZ TO CONGRESS,2,"5,000.00"
Texans for Henry Cuellar Congressional Campaign ,2,"5,000.00"
McKesson Corporation Employees Political Fund,2,"5,000.00"
IMPACT PAC,2,"5,000.00"
SASSE PAC,2,"5,000.00"
FRIENDS OF JIM INHOFE COMMITTEE,2,"5,000.00"
JONI ERNST FOR US SENATE INC,2,"5,000.00"
FRED KELLER FOR CONGRESS,2,"5,000.00"
BILL FOSTER FOR CONGRESS COMMITTEE,2,"5,000.00"
Wasserman Schultz for Congress,2,"5,000.00"
COOPER FOR CONGRESS,2,"5,000.00"
MADISON PAC THE,2,"5,000.00"
HAWAII PAC,2,"5,000.00"
COMMITTEE TO REELECT LINDA SANCHEZ,2,"5,000.00"
PAUL GOSAR FOR CONGRESS,2,"5,000.00"
"Warner, Mark",2,"5,000.00"
"Buchanan, Vern",2,"5,000.00"
"Gardner, Cory",2,"5,000.00"
"McHenry, Patrick",2,"5,000.00"
"Stewart, Chris",2,"5,000.00"
BUILDING RELATIONSHIPS IN DIVERSE GEOGRAPHIC ENVIRONMENTS PA,2,"5,000.00"
BERA FOR CONGRESS,2,"5,000.00"
HOYER'S MAJORITY FUND,2,"5,000.00"
ANDRE' CARSON FOR CONGRESS,2,"5,000.00"
For Our Republic's Traditions Fund (Fort Fund),2,"5,000.00"
Citizens Strengthening our Message in the House,2,"5,000.00"
Funding Developing Leadership PAC,2,"5,000.00"
Making a Responsible Stand for Households in America MARSHA PAC,2,"5,000.00"
Michigan Future PAC,2,"5,000.00"
Rezin For Congress,2,"5,000.00"
THE MADISON PAC,1,"5,000.00"
RWA Fund Inc.,1,"5,000.00"
Point PAC,1,"5,000.00"
Fire and Focus Scholarship Foundation,1,"5,000.00"
Massachusetts Democratic Party Federal PAC,1,"5,000.00"
Reinventing a New Direction - RANDPAC,1,"5,000.00"
A Charge to Keep ,1,"5,000.00"
Jimmy Panetta,1,"5,000.00"
AMERIPAC: THE FUND FOR A GREATER AMERICA,1,"5,000.00"
CHRISTY SMITH FOR CONGRESS,1,"5,000.00"
Transportation Trades Department AFL-CIO Political Action Committee (TTD/PAC),1,"5,000.00"
Tammy Duckworth for Senate,1,"5,000.00"
Jacky Rosen for Senate,1,"5,000.00"
National Cattlemen's Beef Association Political Action Committee (NCBA-PAC),1,"5,000.00"
"FOUNDATION TO ERADICATE DUCHENNE, INC.",1,"5,000.00"
HIRAL FOR CONGRESS,1,"5,000.00"
CT WORKING FAMILIES FEDERAL PAC,1,"5,000.00"
DNC PAC,1,"5,000.00"
SUNSHINE ORGANIZATION FOR TREMENDOUS OPPORTUNITIES (SOTO PAC),1,"5,000.00"
Congressional Black Caucus - Tunica Policy Conference,1,"5,000.00"
CouncilPAC,1,"5,000.00"
MORPAC,1,"5,000.00"
Collins For Senate,1,"5,000.00"
Arizona democratic party,1,"5,000.00"
blue majority pac,1,"5,000.00"
CA luv PAC,1,"5,000.00"
chc/bold pac,1,"5,000.00"
Christina hale for congress,1,"5,000.00"
community pac,1,"5,000.00"
democratic party of hawaii,1,"5,000.00"
dutch ruppersberger for congress,1,"5,000.00"
Eric swalwell for congress,1,"5,000.00"
Gwen moore for congress,1,"5,000.00"
jimmy panetta for congress,1,"5,000.00"
josh harder for congress,1,"5,000.00"
judy chu for congress,1,"5,000.00"
OC jobs and education pac,1,"5,000.00"
phil arballo for congress,1,"5,000.00"
pramila jayapal for congress,1,"5,000.00"
spark pac,1,"5,000.00"
susan wild for congress,1,"5,000.00"
tj cox for congress,1,"5,000.00"
truedem leadership fund,1,"5,000.00"
wolf pac,1,"5,000.00"
Carolyn's PAC,1,"5,000.00"
NEW MILLENNIUM PAC,1,"5,000.00"
Madison PAC The,1,"5,000.00"
RON JOHNSON VICTORY,1,"5,000.00"
Holding Onto Oregons Priorities,1,"5,000.00"
MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,1,"5,000.00"
JEANNE SHAHEEN FOR US SENATE,1,"5,000.00"
ALABAMA STATE DEMOCRATIC PARTY,1,"5,000.00"
DELAWARE DEMOCRATIC PARTY,1,"5,000.00"
Stand PAC,1,"5,000.00"
Tim Scott's American Opportunity,1,"5,000.00"
James E. Clyburn Research & Scholarship Foundation,1,"5,000.00"
Capitol Hill Club,1,"5,000.00"
Cmte to Re-elect Chris Smith,1,"5,000.00"
Committee for A Democratic Future,1,"5,000.00"
AmeriPAC: The Fund for A Greater America,1,"5,000.00"
Congressional Black Caucus,1,"5,000.00"
NewDem PAC,1,"5,000.00"
Fightin' Ninth Political Action Committee,1,"5,000.00"
WALDEN VICTORY FUND,1,"5,000.00"
Senator Marco Rubio,1,"5,000.00"
BFB PAC,1,"5,000.00"
FRIENDS OF CANCER RESEARCH,1,"5,000.00"
AMERICANS FOR LEGISLATING EXCELLENCE PAC,1,"5,000.00"
Americas First PAC,1,"5,000.00"
ANN PAC,1,"5,000.00"
BUILDING A NATIONAL KNOWLEGEABLE SECURITY PAC,1,"5,000.00"
BUILDING AMERICAS REPUBLICAN REPRESENTATION PAC,1,"5,000.00"
BUILDING AND RESTORING THE AMERICAN DREAM FUND,1,"5,000.00"
BUILDING OPPORTUNITIES FOR A STRONGER TOMORROW BOST PAC,1,"5,000.00"
Carolyns PAC,1,"5,000.00"
Concerned Americans for Freedom and Opportunity PAC CAFO PAC,1,"5,000.00"
Conservative and Republican Together Equals Results PAC,1,"5,000.00"
Conservative Opportunity Leadership and Enterprise PAC COLE PAC,1,"5,000.00"
CONSERVATIVES HARVESTING SUCCESS PAC,1,"5,000.00"
DAVID PAC DELIVERING AMERICAN VALUES IN DC,1,"5,000.00"
DECIDING CRITICAL RACES PAC DCR PAC,1,"5,000.00"
DEFEND and UPHOLD OUR NATION NOW,1,"5,000.00"
FDL PAC  Funding Developing Leadership,1,"5,000.00"
Fightin Ninth PAC,1,"5,000.00"
FOSTERING PROGRESS PAC,1,"5,000.00"
FREE AND STRONG AMERICA PAC INC,1,"5,000.00"
FREEDOM 21 FIGHTING FOR FREEDOM IN THE 21ST CENTURY,1,"5,000.00"
GO PAC GO,1,"5,000.00"
HEARTDOCPAC,1,"5,000.00"
Help Americas Leaders PAC HALPAC,1,"5,000.00"
I GOT YOUR BACK PAC,1,"5,000.00"
JIMPAC Jobs and Innovation Matter,1,"5,000.00"
JOBS ENERGY AND OUR FOUNDING FATHERS PACJEFF PAC,1,"5,000.00"
Jobs Freedom and Security PAC,1,"5,000.00"
KEEP AMERICA ROLLING PAC,1,"5,000.00"
Leadership and Accountability Are National Keys LANK PAC,1,"5,000.00"
LEADERSHIP FOR AMERICA TODAY TOMORROW AND ALWAYS PAC,1,"5,000.00"
Liberty Fund,1,"5,000.00"
NEW ENERGY IN WASHINGTON HOUSE PAC NEW HOUSE PAC,1,"5,000.00"
OC JOBS and EDUCATION,1,"5,000.00"
OLD NORTH STATE PAC,1,"5,000.00"
ON AZIMUTH PAC,1,"5,000.00"
PATRIOT POLITICAL ACTION COMMITTEE,1,"5,000.00"
PATRIOTS IN ACTION,1,"5,000.00"
POINT PAC INC,1,"5,000.00"
REPUBLICANS IN CONGRESS EMPOWERING AMERICA,1,"5,000.00"
RESTORING OUR DEMOCRACY ROD PAC,1,"5,000.00"
SPEAK UP AMERICA POLITICAL ACTION COMMITTEE,1,"5,000.00"
STAND PAC,1,"5,000.00"
Support to Ensure Victory Everywhere PACSTEVE PAC,1,"5,000.00"
TAKING AN INDEPENDENT PERSPECTIVE TOGETHER FOR OUR NATION PAC,1,"5,000.00"
TEAM REPUBLICANS FOR UTILIZING SENSIBLE TACTICS TRUST,1,"5,000.00"
TRENTS TROOPS PAC,1,"5,000.00"
TRUTH IS MARKETS WORK FUND AKA TIM W FUND,1,"5,000.00"
UTAH FIRST PAC,1,"5,000.00"
VALLEY FIRST LEADERSHIP PAC,1,"5,000.00"
VERN PAC Vote to Elect Republicans Now,1,"5,000.00"
VICTORY AND FREEDOM PAC VAF PAC,1,"5,000.00"
WinNovember PAC,1,"5,000.00"
Building Relationships In Diverse Geographic Environments PAC,1,"5,000.00"
VoteVets PAC,1,"5,000.00"
People Helping People,1,"5,000.00"
Michigan Democratic State Central Committee,1,"5,000.00"
Jeanne Shaheen for US Senate,1,"5,000.00"
Alabama State Democratic Party,1,"5,000.00"
Consumer Bankers Association Political Action Committee,1,"5,000.00"
Defending America's Values Everywhere (Team Dave),1,"5,000.00"
BILL PAC,1,"5,000.00"
Growing Our Own Dynamic Economy Now,1,"5,000.00"
Crop Insurance Bureau (CIRB) PAC ,1,"5,000.00"
RoyB Fund PAC,1,"5,000.00"
Republican Party of Texas--Federal Account,1,"5,000.00"
McSally for Congress,1,"5,000.00"
PADPAC,1,"5,000.00"
PUGET PAC,1,"5,000.00"
Let's Get to Work,1,"5,000.00"
Intel Corporation Employee Government Action Fund,1,"5,000.00"
Make America Prosperous PAC,1,"5,000.00"
Upstate SC PAC,1,"5,000.00"
RODNEY ILLINOIS VICTORY FUND,1,"5,000.00"
Mckinley For Congress,1,"5,000.00"
Swalwell For Congress,1,"5,000.00"
EYE OF THE TIGER POLITICAL ACTION COMMITTEE THE,1,"5,000.00"
EXCELSIOR PAC,1,"5,000.00"
Bill Johnson for Congress Committee,1,"5,000.00"
Show Me PAC,1,"5,000.00"
LETS ALL KEEP ELECTING REPUBLICANS PAC,1,"5,000.00"
VALADAO FOR CONGRESS,1,"5,000.00"
HEALTHCARE FREEDOM FUND,1,"5,000.00"
BLUE POWER PAC,1,"5,000.00"
Levin for Congress,1,"5,000.00"
Sarah Riggs Amico for GA Inc,1,"5,000.00"
Iowa Democratic Party ,1,"5,000.00"
Irish American Democrats ,1,"5,000.00"
TRUEDEM Leadership PAC,1,"5,000.00"
Democracy Leadership PAC,1,"5,000.00"
Congressional Black Caucus PAC (CBC PAC) - Marcus Mason serves on the board,1,"5,000.00"
MOTION PICTURE ASSOCIATION INC POLITICAL ACTION COMMITTEE (MPAAMERICA PAC),1,"5,000.00"
Bill PAC,1,"5,000.00"
DAVE PAC,1,"5,000.00"
White Coat Waste PAC,1,"5,000.00"
TINA SMITH FOR MN,1,"5,000.00"
SCANLON FOR  CONGRESS,1,"5,000.00"
DEMOCRATIC PARTY OF ILLINOIS - FED ACCOUNT,1,"5,000.00"
GO TIGERS PAC,1,"5,000.00"
BETTY PAC,1,"5,000.00"
WOLVERINE PAC,1,"5,000.00"
DEPASQUALE FOR PA 10,1,"5,000.00"
JEFF MERKLEY FOR OREGON,1,"5,000.00"
CMTE FOR A DEMOCRATIC FUTURE,1,"5,000.00"
IRISH AMERICAN DEMOCRATS - FED ACCOUNT,1,"5,000.00"
DEMOCRATIC PARTY OF GA - FEDERAL,1,"5,000.00"
LUCILLE ROYBAL ALLARD FOR CONGRESS,1,"5,000.00"
STRENGTHENING VA'S WORKING FAMILIES PAC,1,"5,000.00"
COHEN FOR CONGRESS 20,1,"5,000.00"
CMTE FOR A LIVABLE FUTURE,1,"5,000.00"
DSCC (Democratic Senatorial Campaign Committee),1,"5,000.00"
NRSC (National Republic Senatorial Committee),1,"5,000.00"
Great NY Fund,1,"5,000.00"
Stephanie Murphy For Congress ,1,"5,000.00"
Dream PAC,1,"5,000.00"
NewDem PAC ,1,"5,000.00"
Cleaver For Congress ,1,"5,000.00"
Silk PAC ,1,"5,000.00"
The Bluegrass Committee ,1,"5,000.00"
Roger Williams For US Congress Committee ,1,"5,000.00"
Marsha For Senate,1,"5,000.00"
Van Hollen For Senate ,1,"5,000.00"
Lindsey Graham For Senate,1,"5,000.00"
Stabenow For US Senate ,1,"5,000.00"
Whitehouse For Senate,1,"5,000.00"
Josh Gottheimer For Congress ,1,"5,000.00"
Common Sense Colorado ,1,"5,000.00"
Eye Of The Tiger PAC ,1,"5,000.00"
Friends Of Chris Murphy ,1,"5,000.00"
Davis For Congress / Friends of Davis,1,"5,000.00"
SIFMA PAC,1,"5,000.00"
Winning for Women,1,"5,000.00"
Blue Hen PAC ,1,"5,000.00"
ADAM PAC,1,"5,000.00"
ERNST VICTORY,1,"5,000.00"
The Next Century Fund,1,"5,000.00"
THE THOM TILLIS COMMITTEE,1,"5,000.00"
Peters Victory Fund 2020,1,"5,000.00"
LLEGO PAC,1,"5,000.00"
Bluegrass Committee ,1,"5,000.00"
The Eye of the Tiger Political Action Committee,1,"5,000.00"
Women in Government Relations (WGR),1,"5,000.00"
James E Clyburn Scholarship and Research Foundation,1,"5,000.00"
William L. Clay Scholarship & Research Fund,1,"5,000.00"
Take Back the House 2020,1,"5,000.00"
Stand Tall America PAC (STAPAC ),1,"5,000.00"
Jim Jordan for Congress ,1,"5,000.00"
Castor for Congress ,1,"5,000.00"
BILLY PAC ,1,"5,000.00"
Shore PAC ,1,"5,000.00"
Athena PAC ,1,"5,000.00"
Carl Demaio for Congress,1,"5,000.00"
Friends of Sessions Senate,1,"5,000.00"
AFFI PAC,1,"5,000.00"
Ripon Society,1,"5,000.00"
AMERIPAC THE FUND FOR A GREATER AMERICA,1,"5,000.00"
MIDDLE CLASS AMERICA PAC,1,"5,000.00"
Eugene DePasquale,1,"5,000.00"
Maine Republican Party,1,"5,000.00"
America Now,1,"5,000.00"
Greater Trenton Second Annual Caren Franzini Capital City Award Celebration ,1,"5,000.00"
AMERICAN MEDICAL REHABILITATION PROVIDERS ASSOCIATION INC . PAC (AMRPA PAC),1,"5,000.00"
FEDERATION OF AMERICAN HOSPITALS PAC (FEDPAC); (FKA AMERICAN HEALTH SYSTEMS PAC),1,"5,000.00"
CT Dem State Central Cmte-Fed Acct,1,"5,000.00"
Jeff PAC,1,"5,000.00"
Kentucky State Democratic Central Executive Committee,1,"5,000.00"
TENN Political Action Committee Inc.,1,"5,000.00"
Continuing Americas's Strength & Security PAC,1,"5,000.00"
Georgia PAC (Leadership PAC),1,"5,000.00"
American Council of Young Political Leaders Honors Evening,1,"5,000.00"
Patrick McHenry For Congress,1,"5,000.00"
Austin Scott for Congress INC. ,1,"5,000.00"
Wells PAC,1,"5,000.00"
DEVELOPING A NEW GENERATION PAC (DANG PAC),1,"5,000.00"
Getting Stuff Done PAC (GSD PAC),1,"5,000.00"
RODPAC,1,"5,000.00"
Keep Al Green In Congress,1,"5,000.00"
TRUEDEM Leadership Fund,1,"5,000.00"
Committee to Elect a Republican Senate,1,"5,000.00"
Republican Assembly Campaign Committee ,1,"5,000.00"
AHIP PAC,1,"5,000.00"
GARRET GRAVES VICTORY FUND,1,"5,000.00"
David Perdue for US Senate,1,"5,000.00"
Colin Alread for Congress,1,"5,000.00"
Keystone Alliance Political Action Committee,1,"5,000.00"
Michigan Democratic Party,1,"5,000.00"
Husky PAC,1,"5,000.00"
Neurocrine Biosciences PAC,1,"5,000.00"
AMERICAN PETROLEUM INSTITUTE,1,"5,000.00"
National Association of Manufacturers PAC,1,"5,000.00"
Cona PAC,1,"5,000.00"
Republican Party of Texas - Federal Account,1,"5,000.00"
Great Lakes PAC ,1,"5,000.00"
Mike Thompson for Congress ,1,"5,000.00"
"Texans for Senator John Cornyn, Inc. ",1,"5,000.00"
Ohio Republican Party State Candidate Fund,1,"5,000.00"
Kentucky Democratic Party-Federal Acct,1,"5,000.00"
database migration,1,"5,000.00"
Rely on Your Beliefs,1,"5,000.00"
Unitatis PAC,1,"5,000.00"
Salt City PAC,1,"5,000.00"
Jobs Education and Families First (JEFF PAC),1,"5,000.00"
Reinventing a New Direction-RANDPAC,1,"5,000.00"
Lance Gooden for Congress Cmte,1,"5,000.00"
Show-Me PAC,1,"5,000.00"
CA Republican Party Federal Acct,1,"5,000.00"
Holding Onto Oregon's Priorities,1,"5,000.00"
Texas Republicans United (TRU PAC),1,"5,000.00"
Airlines for America PAC (A4A PAC),1,"5,000.00"
Convergence Center for Policy,1,"5,000.00"
Back PAC,1,"5,000.00"
Citizens Strengthening Our Message in the House PAC,1,"5,000.00"
Victory NOW PAC,1,"5,000.00"
Helping Every Campaign Kickoff PAC,1,"5,000.00"
Democracy Summer Leadership PAC,1,"5,000.00"
Turquoise PAC,1,"5,000.00"
REPUBLICAN MAJORITY FUND,1,"5,000.00"
New Pioneers Pac,1,"5,000.00"
Michigan Democratic State Central Commitee,1,"5,000.00"
Empowering Each Community PAC,1,"5,000.00"
Bacon PAC,1,"5,000.00"
CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTO,1,"5,000.00"
Mississippi Republican Party (Federal),1,"5,000.00"
Human Rights Campaign Equality Votes,1,"5,000.00"
TRALAPAC,1,"5,000.00"
Tracy's Kids,1,"5,000.00"
National Energy Resources Organization,1,"5,000.00"
Common Sense Colorado,1,"5,000.00"
Majority Committee PACMcPAC,1,"5,000.00"
NEW DEMOCRAT COALITION PAC,1,"5,000.00"
Southern California Fund,1,"5,000.00"
AMERICA WORKS FEDERAL PAC,1,"5,000.00"
CNG-AZ-GallegoR,1,"5,000.00"
LPAC-OH-FudgeM,1,"5,000.00"
LPAC-FL-MurphyS,1,"5,000.00"
CNG-NC-MurphyG,1,"5,000.00"
CNG-GA-HomrichL,1,"5,000.00"
CNG-NC-FOXXV,1,"5,000.00"
American Petroleum Institute,1,"5,000.00"
The US Capitol Historical Society,1,"5,000.00"
Texas State Society,1,"5,000.00"
Sen. John Cornyn (R-TX),1,"5,000.00"
Sen. Candidate Bill Hagerty (R-TN),1,"5,000.00"
Rep. Jim Himes (D-CT),1,"5,000.00"
Jefferson Island Club Inc.,1,"5,000.00"
"Fire and Focus Scholarship Fund, Inc.",1,"5,000.00"
Individuals Dedicated to Ethics and Science PAC,1,"5,000.00"
Building and Restoring the American Dream PAC,1,"5,000.00"
Belief in Life and Liberty Political Action Committee,1,"5,000.00"
AUGUST PFLUGER FOR CONGRESS,1,"5,000.00"
Making America Prosperous Again,1,"5,000.00"
Responsibility and Freedom Work PAC FRWPAC,1,"5,000.00"
Republican Party of Kentucky Leadership Trust,1,"5,000.00"
Church For Wisconsin,1,"5,000.00"
HUSKY PAC,1,"5,000.00"
Cher PAC,1,"5,000.00"
Golden Rule PAC,1,"5,000.00"
"Point PAC, Inc",1,"5,000.00"
GOLD PAC,1,"5,000.00"
Votevets,1,"5,000.00"
Brave PAC,1,"5,000.00"
Alex Mooney for Congress ,1,"5,000.00"
"Jobs, Energy, And Our Founding Fathers PAC- Jeff PAC",1,"5,000.00"
"Jobs, Freedom, ans Security PAC ",1,"5,000.00"
Jobs Unite Labor ANd Industry In America PAC (JULIA PAC),1,"5,000.00"
Mac PAC,1,"5,000.00"
Republican Party of Kentucky ,1,"5,000.00"
Silk PAC,1,"5,000.00"
Dr. Manny for US Senate ,1,"5,000.00"
"Jobs, Energy, and Our Founding Fathers PAC- Jeff PAC",1,"5,000.00"
AMERICPAC The Fund for a Greater America,1,"5,000.00"
Support To Ensure Victory Everywhere PAC - StevePAC,1,"5,000.00"
The Massachusetts Democratic Party,1,"5,000.00"
Michele Lepore-Hagan for Senate Rep.,1,"5,000.00"
UsAgainstAlzheimer's,1,"5,000.00"
"Madison PAC, The",1,"5,000.00"
View PAC,1,"5,000.00"
Billy PAC,1,"5,000.00"
Michigan Democratic State Central Cmte,1,"5,000.00"
Nebraska Democratic Party,1,"5,000.00"
Minnesota Democratic Farmer Labor Party,1,"5,000.00"
Kentucky State Democratic Central Exec Cmte,1,"5,000.00"
